row_id,split,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target
oulad_final_result_1408,train,DDD,2014B,555137,F,Scotland,Lower Than A Level,10-20,0-35,2,150,N,Fail
oulad_final_result_0508,train,DDD,2014J,1822731,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Fail
oulad_final_result_1863,train,FFF,2014J,652647,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail
oulad_final_result_0422,train,BBB,2013B,116603,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Distinction
oulad_final_result_1871,train,FFF,2014J,40878,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Distinction
oulad_final_result_1146,train,CCC,2014J,514504,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn
oulad_final_result_0893,train,BBB,2014J,697119,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_0491,train,AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail
oulad_final_result_0918,train,GGG,2014B,631693,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail
oulad_final_result_1649,train,FFF,2014B,631023,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
oulad_final_result_0025,train,BBB,2014J,642122,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass
oulad_final_result_1363,test,GGG,2014B,626091,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction
oulad_final_result_0548,train,FFF,2014J,234661,M,South Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass
oulad_final_result_0380,valid,CCC,2014B,476108,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction
oulad_final_result_0405,train,AAA,2014J,2432796,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass
oulad_final_result_0211,train,DDD,2013B,2020916,M,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
oulad_final_result_0625,train,FFF,2013B,548819,F,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
oulad_final_result_0282,train,FFF,2014J,685333,M,South Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
oulad_final_result_0701,valid,BBB,2013B,487646,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Fail
oulad_final_result_0784,valid,FFF,2014J,1658963,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,150,N,Pass
oulad_final_result_0949,train,BBB,2014J,650451,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0511,test,CCC,2014B,594052,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn
oulad_final_result_0474,train,FFF,2014J,682539,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction
oulad_final_result_0942,train,CCC,2014B,1664810,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
oulad_final_result_0238,train,BBB,2013B,530153,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Fail
oulad_final_result_0423,train,FFF,2013J,190910,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
oulad_final_result_1399,train,DDD,2014B,399203,F,Wales,HE Qualification,40-50%,35-55,2,120,N,Withdrawn
oulad_final_result_1204,test,EEE,2014J,643416,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail
oulad_final_result_0191,train,GGG,2013J,609535,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Fail
oulad_final_result_1862,train,FFF,2014J,647245,M,London Region,No Formal quals,20-30%,0-35,0,150,N,Withdrawn
oulad_final_result_1011,train,CCC,2014B,523061,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
oulad_final_result_1315,train,GGG,2013J,583625,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass
oulad_final_result_0525,train,BBB,2014J,568232,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass
oulad_final_result_0193,train,FFF,2013J,605459,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
oulad_final_result_1951,train,DDD,2014B,628333,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass
oulad_final_result_0420,train,FFF,2013J,232347,M,South Region,A Level or Equivalent,60-70%,0-35,0,180,N,Pass
oulad_final_result_0725,train,BBB,2014B,354121,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
oulad_final_result_1651,test,CCC,2014J,357820,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
oulad_final_result_0407,valid,BBB,2014B,620175,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_1672,train,FFF,2014J,688727,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Distinction
oulad_final_result_1237,train,AAA,2014J,391249,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction
oulad_final_result_1163,train,CCC,2014B,316061,M,North Western Region,Lower Than A Level,0-10%,0-35,0,180,Y,Fail
oulad_final_result_0157,train,DDD,2014J,698016,M,Ireland,A Level or Equivalent,10-20,0-35,0,90,N,Fail
oulad_final_result_1781,valid,DDD,2014J,656193,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail
oulad_final_result_1919,train,CCC,2014J,675875,F,North Region,HE Qualification,,0-35,0,210,N,Distinction
oulad_final_result_1555,train,DDD,2014B,584082,F,South West Region,Lower Than A Level,30-40%,0-35,1,180,N,Fail
oulad_final_result_0404,train,CCC,2014J,621699,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,150,N,Withdrawn
oulad_final_result_1125,train,BBB,2014B,470693,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Distinction
oulad_final_result_1930,train,DDD,2013J,549032,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
oulad_final_result_0392,train,BBB,2013B,558662,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
oulad_final_result_0226,test,EEE,2014J,646841,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
oulad_final_result_1794,train,FFF,2013J,578599,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
oulad_final_result_0215,train,FFF,2014J,640584,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn
oulad_final_result_0652,train,AAA,2014J,2514898,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
oulad_final_result_0983,test,DDD,2014J,402958,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_0514,train,GGG,2014J,627481,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass
oulad_final_result_0162,test,CCC,2014B,595514,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn
oulad_final_result_1001,train,DDD,2013B,537621,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail
oulad_final_result_0454,train,AAA,2014J,346118,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass
oulad_final_result_0176,train,CCC,2014J,679386,M,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass
oulad_final_result_1054,test,FFF,2014B,628476,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_0862,train,DDD,2014J,2055671,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
oulad_final_result_1428,train,FFF,2013J,1359554,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
oulad_final_result_0012,train,FFF,2013B,544530,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
oulad_final_result_1376,valid,BBB,2014J,628819,F,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_1282,test,CCC,2014J,468902,M,Ireland,Lower Than A Level,70-80%,0-35,0,30,N,Fail
oulad_final_result_1131,test,FFF,2014J,691873,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
oulad_final_result_1056,train,EEE,2014B,633455,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
oulad_final_result_1527,test,FFF,2014B,515965,M,London Region,HE Qualification,30-40%,35-55,1,120,N,Fail
oulad_final_result_1352,train,BBB,2013J,582406,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_1648,train,AAA,2014J,119902,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
oulad_final_result_0883,train,FFF,2014B,625885,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_1241,train,BBB,2014J,604950,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
oulad_final_result_0486,train,BBB,2013B,523156,F,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_1609,train,FFF,2013B,1844150,M,Yorkshire Region,A Level or Equivalent,40-50%,55<=,0,60,N,Pass
oulad_final_result_0069,test,BBB,2014B,630957,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
oulad_final_result_1725,train,DDD,2013J,532144,M,London Region,A Level or Equivalent,40-50%,35-55,2,60,N,Pass
oulad_final_result_1911,test,FFF,2013B,559155,M,North Western Region,HE Qualification,20-30%,35-55,0,60,N,Pass
oulad_final_result_0762,train,EEE,2013J,1951925,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
oulad_final_result_1191,train,DDD,2013B,547679,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Fail
oulad_final_result_1031,valid,FFF,2014J,645840,M,Ireland,Lower Than A Level,90-100%,35-55,0,120,N,Fail
oulad_final_result_1739,train,DDD,2014B,572235,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0349,train,CCC,2014B,558471,M,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0477,valid,FFF,2014J,64777,M,North Western Region,Lower Than A Level,30-40%,0-35,1,90,Y,Withdrawn
oulad_final_result_0121,train,DDD,2013J,597924,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_1049,train,FFF,2013B,424544,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,210,N,Fail
oulad_final_result_1700,train,BBB,2014J,683838,F,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
oulad_final_result_0183,valid,DDD,2013J,266558,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Pass
oulad_final_result_0961,train,BBB,2013B,484933,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
oulad_final_result_1119,train,CCC,2014B,2241036,M,Ireland,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
oulad_final_result_1139,train,FFF,2013B,555609,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
oulad_final_result_0874,train,BBB,2014B,624572,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,180,N,Withdrawn
oulad_final_result_0251,train,GGG,2014J,675264,M,North Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass
oulad_final_result_0698,train,BBB,2013B,539056,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass
oulad_final_result_0749,valid,DDD,2014J,477556,F,South East Region,A Level or Equivalent,50-60%,0-35,2,60,N,Fail
oulad_final_result_1419,test,DDD,2013J,548301,F,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Pass
oulad_final_result_0315,train,DDD,2013B,549156,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
oulad_final_result_1212,test,BBB,2013J,197240,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,150,N,Pass
oulad_final_result_0274,train,EEE,2014J,445049,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,30,Y,Pass
oulad_final_result_0853,test,BBB,2014J,695075,F,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_0489,train,BBB,2013B,559606,F,East Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Pass
oulad_final_result_0456,train,GGG,2013J,2540288,F,South Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail
oulad_final_result_0684,train,DDD,2014J,696132,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
oulad_final_result_1994,train,GGG,2014B,629310,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,Y,Fail
oulad_final_result_0775,train,EEE,2013J,2569834,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
oulad_final_result_0043,valid,DDD,2013J,104643,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
oulad_final_result_1695,train,BBB,2013J,577280,F,Wales,A Level or Equivalent,40-50%,0-35,0,150,N,Pass
oulad_final_result_0325,train,BBB,2013J,596964,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass
oulad_final_result_1160,train,BBB,2013B,559291,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
oulad_final_result_1080,train,CCC,2014J,1023623,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass
oulad_final_result_1493,valid,CCC,2014B,617186,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
oulad_final_result_1974,train,BBB,2014J,695247,F,Ireland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
oulad_final_result_0837,train,BBB,2013J,500552,F,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
oulad_final_result_0093,train,BBB,2014B,2353787,M,East Midlands Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn
oulad_final_result_1381,train,FFF,2014J,646091,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_1071,train,BBB,2013B,484885,F,North Region,Lower Than A Level,50-60%,35-55,1,180,N,Fail
oulad_final_result_1938,train,DDD,2013B,179892,F,London Region,HE Qualification,10-20,0-35,0,60,N,Pass
oulad_final_result_0271,train,BBB,2014J,2003628,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
oulad_final_result_0032,valid,CCC,2014B,574564,M,London Region,HE Qualification,10-20,0-35,0,90,N,Withdrawn
oulad_final_result_1748,train,FFF,2013B,510883,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass
oulad_final_result_0084,train,BBB,2013B,523966,F,Wales,A Level or Equivalent,20-30%,0-35,0,150,N,Pass
oulad_final_result_1437,valid,FFF,2013J,595842,M,North Region,A Level or Equivalent,,0-35,0,120,N,Pass
oulad_final_result_0362,train,BBB,2013J,467606,F,South West Region,Lower Than A Level,50-60%,0-35,1,60,Y,Withdrawn
oulad_final_result_0328,train,DDD,2014B,619359,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,Y,Distinction
oulad_final_result_1256,test,BBB,2013J,588117,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
oulad_final_result_1126,test,DDD,2013B,1446954,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail
oulad_final_result_1804,train,FFF,2013B,546583,M,East Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Pass
oulad_final_result_0811,test,DDD,2013B,2546792,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0237,train,CCC,2014J,523817,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn
oulad_final_result_0457,train,CCC,2014J,91040,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
oulad_final_result_1510,train,BBB,2013J,583970,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
oulad_final_result_0399,train,CCC,2014B,634523,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,N,Withdrawn
oulad_final_result_0910,train,DDD,2013J,566810,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
oulad_final_result_0108,train,BBB,2014B,617959,F,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Fail
oulad_final_result_0902,train,CCC,2014B,633330,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
oulad_final_result_0901,valid,DDD,2013B,262396,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail
oulad_final_result_1120,test,CCC,2014J,578000,M,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail
oulad_final_result_0039,train,FFF,2013J,607047,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass
oulad_final_result_0598,train,EEE,2014J,536984,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
oulad_final_result_1723,train,EEE,2014B,628777,M,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
oulad_final_result_0609,test,BBB,2013B,2521745,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
oulad_final_result_0677,train,EEE,2014B,293686,M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction
oulad_final_result_0661,train,BBB,2013J,602803,F,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
oulad_final_result_1947,train,FFF,2013B,551027,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
oulad_final_result_0857,test,FFF,2013B,530802,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Distinction
oulad_final_result_1489,train,FFF,2013J,561873,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_0569,train,GGG,2013J,571696,F,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass
oulad_final_result_1186,train,DDD,2014J,441087,F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
oulad_final_result_0048,test,CCC,2014B,485374,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_1887,train,BBB,2013B,50993,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Fail
oulad_final_result_0788,train,CCC,2014J,678843,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
oulad_final_result_1491,train,GGG,2014B,621923,F,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
oulad_final_result_1619,train,BBB,2013J,588883,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
oulad_final_result_1666,test,CCC,2014B,401296,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
oulad_final_result_1876,train,AAA,2014J,149741,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
oulad_final_result_0718,train,DDD,2014J,2471812,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
oulad_final_result_1958,train,AAA,2014J,384203,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass
oulad_final_result_0733,test,DDD,2014J,443539,F,South Region,HE Qualification,20-30%,0-35,0,60,N,Pass
oulad_final_result_0587,train,FFF,2013J,598376,M,Ireland,HE Qualification,70-80%,35-55,0,60,N,Pass
oulad_final_result_1410,train,BBB,2014B,564409,M,Scotland,A Level or Equivalent,30-40%,0-35,1,120,N,Pass
oulad_final_result_1815,valid,GGG,2014B,626667,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Fail
oulad_final_result_1114,train,DDD,2013B,437281,M,South Region,A Level or Equivalent,70-80%,0-35,0,80,N,Pass
oulad_final_result_1199,train,FFF,2013B,354173,M,South West Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn
oulad_final_result_1012,valid,BBB,2014B,570437,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,Y,Distinction
oulad_final_result_0616,valid,DDD,2013B,2191819,F,Wales,HE Qualification,60-70%,35-55,0,90,N,Withdrawn
oulad_final_result_0699,test,FFF,2013B,539668,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
oulad_final_result_1141,train,GGG,2014J,698163,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,Distinction
oulad_final_result_0519,train,EEE,2014J,688310,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
oulad_final_result_1577,valid,FFF,2014J,626454,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_1963,test,EEE,2013J,2616950,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
oulad_final_result_1514,valid,BBB,2014J,692572,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
oulad_final_result_1764,train,DDD,2014J,175804,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,180,N,Withdrawn
oulad_final_result_0964,valid,DDD,2013J,589582,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
